Designer,Category,Num of Years Since 1st Listed,Num of Years Listed,Founding Year,Age,Age (copy),Age Group,Year,Listed?,Status,Rank
michael michael kors,Contemporary,12,12,2004,20,20,10 to 20 Years,2021,1,In,114
michael michael kors,Contemporary,12,12,2004,20,20,10 to 20 Years,2022,1,In,122
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2004,1,In,34
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2005,1,In,33
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2006,1,In,43
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2007,1,In,44
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2008,1,In,46
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2009,1,In,54
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2010,1,In,56
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2011,1,In,61
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2012,1,In,80
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2013,1,In,81
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2014,1,In,90
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2015,1,In,100
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2016,1,In,101
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2017,1,In,106
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2018,1,In,115
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2019,1,In,122
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2020,1,In,126
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2021,1,In,115
milly,Contemporary,19,19,2001,23,23,20 to 50 Years,2022,1,In,123
misa los angeles,Contemporary,7,7,2015,9,9,5 to 10 Years,2016,1,New,24
misa los angeles,Contemporary,7,7,2015,9,9,5 to 10 Years,2017,1,In,107
misa los angeles,Contemporary,7,7,2015,9,9,5 to 10 Years,2018,1,In,116
misa los angeles,Contemporary,7,7,2015,9,9,5 to 10 Years,2019,1,In,123
misa los angeles,Contemporary,7,7,2015,9,9,5 to 10 Years,2020,1,In,127
misa los angeles,Contemporary,7,7,2015,9,9,5 to 10 Years,2021,1,In,116
misa los angeles,Contemporary,7,7,2015,9,9,5 to 10 Years,2022,1,In,124
ml monique lhuillier,Contemporary,12,11,1996,28,28,20 to 50 Years,2011,1,New,24
ml monique lhuillier,Contemporary,12,11,1996,28,28,20 to 50 Years,2012,1,In,83
ml monique lhuillier,Contemporary,12,11,1996,28,28,20 to 50 Years,2013,1,In,84
ml monique lhuillier,Contemporary,12,11,1996,28,28,20 to 50 Years,2014,1,In,93
ml monique lhuillier,Contemporary,12,11,1996,28,28,20 to 50 Years,2015,1,In,103
ml monique lhuillier,Contemporary,12,11,1996,28,28,20 to 50 Years,2016,1,In,104
ml monique lhuillier,Contemporary,12,11,1996,28,28,20 to 50 Years,2017,0,Exit,19
ml monique lhuillier,Contemporary,12,11,1996,28,28,20 to 50 Years,2018,1,New,20
ml monique lhuillier,Contemporary,12,11,1996,28,28,20 to 50 Years,2019,1,In,126
ml monique lhuillier,Contemporary,12,11,1996,28,28,20 to 50 Years,2020,1,In,130
ml monique lhuillier,Contemporary,12,11,1996,28,28,20 to 50 Years,2021,1,In,118
ml monique lhuillier,Contemporary,12,11,1996,28,28,20 to 50 Years,2022,1,In,126
mm6 maison margiela,Contemporary,7,3,1997,27,27,20 to 50 Years,2016,1,New,25
mm6 maison margiela,Contemporary,7,3,1997,27,27,20 to 50 Years,2017,0,Exit,20
mm6 maison margiela,Contemporary,7,3,1997,27,27,20 to 50 Years,2021,1,New,18
mm6 maison margiela,Contemporary,7,3,1997,27,27,20 to 50 Years,2022,1,New,22
monique lhuillier,Contemporary,12,12,1996,28,28,20 to 50 Years,2011,1,New,25
monique lhuillier,Contemporary,12,12,1996,28,28,20 to 50 Years,2012,1,In,85
monique lhuillier,Contemporary,12,12,1996,28,28,20 to 50 Years,2013,1,In,86
monique lhuillier,Contemporary,12,12,1996,28,28,20 to 50 Years,2014,1,In,95
monique lhuillier,Contemporary,12,12,1996,28,28,20 to 50 Years,2015,1,In,105
monique lhuillier,Contemporary,12,12,1996,28,28,20 to 50 Years,2016,1,In,106
monique lhuillier,Contemporary,12,12,1996,28,28,20 to 50 Years,2017,1,In,111
monique lhuillier,Contemporary,12,12,1996,28,28,20 to 50 Years,2018,1,In,120
monique lhuillier,Contemporary,12,12,1996,28,28,20 to 50 Years,2019,1,In,128
monique lhuillier,Contemporary,12,12,1996,28,28,20 to 50 Years,2020,1,In,132
monique lhuillier,Contemporary,12,12,1996,28,28,20 to 50 Years,2021,1,In,120
monique lhuillier,Contemporary,12,12,1996,28,28,20 to 50 Years,2022,1,In,128
monse,Contemporary,7,2,2015,9,9,5 to 10 Years,2016,1,New,26
monse,Contemporary,7,2,2015,9,9,5 to 10 Years,2017,1,In,112
monse,Contemporary,7,2,2015,9,9,5 to 10 Years,2018,0,Exit,15
moose knuckles,Contemporary,5,5,2007,17,17,10 to 20 Years,2018,1,New,21
moose knuckles,Contemporary,5,5,2007,17,17,10 to 20 Years,2019,1,In,129
moose knuckles,Contemporary,5,5,2007,17,17,10 to 20 Years,2020,1,In,133
moose knuckles,Contemporary,5,5,2007,17,17,10 to 20 Years,2021,1,In,121
moose knuckles,Contemporary,5,5,2007,17,17,10 to 20 Years,2022,1,In,129
moschino cheap & chic,Contemporary,19,7,1988,36,36,20 to 50 Years,2004,1,In,36
moschino cheap & chic,Contemporary,19,7,1988,36,36,20 to 50 Years,2005,1,In,35
moschino cheap & chic,Contemporary,19,7,1988,36,36,20 to 50 Years,2006,1,In,47
moschino cheap & chic,Contemporary,19,7,1988,36,36,20 to 50 Years,2007,1,In,47
moschino cheap & chic,Contemporary,19,7,1988,36,36,20 to 50 Years,2008,1,In,49
moschino cheap & chic,Contemporary,19,7,1988,36,36,20 to 50 Years,2009,1,In,57
moschino cheap & chic,Contemporary,19,7,1988,36,36,20 to 50 Years,2010,0,Exit,6
moschino cheap & chic,Contemporary,19,7,1988,36,36,20 to 50 Years,2011,1,New,26
moschino cheap & chic,Contemporary,19,7,1988,36,36,20 to 50 Years,2012,0,Exit,5
moschino jeans,Contemporary,19,2,1987,37,37,20 to 50 Years,2004,1,In,37
moschino jeans,Contemporary,19,2,1987,37,37,20 to 50 Years,2005,1,In,36
moschino jeans,Contemporary,19,2,1987,37,37,20 to 50 Years,2006,0,Exit,1
mother,Contemporary,5,5,2010,14,14,10 to 20 Years,2018,1,New,22
mother,Contemporary,5,5,2010,14,14,10 to 20 Years,2019,1,In,130
mother,Contemporary,5,5,2010,14,14,10 to 20 Years,2020,1,In,134
mother,Contemporary,5,5,2010,14,14,10 to 20 Years,2021,1,In,122
mother,Contemporary,5,5,2010,14,14,10 to 20 Years,2022,1,In,130
mother denim,Contemporary,12,4,2010,14,14,10 to 20 Years,2011,1,New,27
mother denim,Contemporary,12,4,2010,14,14,10 to 20 Years,2012,1,In,86
mother denim,Contemporary,12,4,2010,14,14,10 to 20 Years,2013,1,In,87
mother denim,Contemporary,12,4,2010,14,14,10 to 20 Years,2014,0,Exit,5
mother denim,Contemporary,12,4,2010,14,14,10 to 20 Years,2017,1,New,24
mother denim,Contemporary,12,4,2010,14,14,10 to 20 Years,2018,0,Exit,17
mother of pearl,Contemporary,8,2,2002,22,22,20 to 50 Years,2015,1,New,18
mother of pearl,Contemporary,8,2,2002,22,22,20 to 50 Years,2016,0,Exit,16
mother of pearl,Contemporary,8,2,2002,22,22,20 to 50 Years,2020,1,New,16
mother of pearl,Contemporary,8,2,2002,22,22,20 to 50 Years,2021,0,Exit,28
msgm,Contemporary,7,6,2009,15,15,10 to 20 Years,2016,1,New,27
msgm,Contemporary,7,6,2009,15,15,10 to 20 Years,2017,1,In,114
msgm,Contemporary,7,6,2009,15,15,10 to 20 Years,2018,1,In,121
msgm,Contemporary,7,6,2009,15,15,10 to 20 Years,2019,1,In,131
msgm,Contemporary,7,6,2009,15,15,10 to 20 Years,2020,1,In,135
msgm,Contemporary,7,6,2009,15,15,10 to 20 Years,2021,1,In,123
msgm,Contemporary,7,6,2009,15,15,10 to 20 Years,2022,0,Exit,11
mz wallace,Contemporary,1,1,2000,24,24,20 to 50 Years,2022,1,New,23
nanushka,Contemporary,2,2,2006,18,18,10 to 20 Years,2021,1,New,19
nanushka,Contemporary,2,2,2006,18,18,10 to 20 Years,2022,1,In,132
nbd,Contemporary,5,1,2015,9,9,5 to 10 Years,2018,1,New,24
nbd,Contemporary,5,1,2015,9,9,5 to 10 Years,2019,0,Exit,15
needle & thread,Contemporary,6,3,2013,11,11,10 to 20 Years,2017,1,In,118
needle & thread,Contemporary,6,3,2013,11,11,10 to 20 Years,2018,1,New,25
needle & thread,Contemporary,6,3,2013,11,11,10 to 20 Years,2019,1,New,23
needle & thread,Contemporary,6,3,2013,11,11,10 to 20 Years,2020,0,Exit,19
neiman marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,2007,1,New,10
neiman marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,2008,1,In,52
neiman marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,2009,1,In,60
neiman marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,2010,1,In,61
neiman marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,2011,1,In,67
neiman marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,2012,1,In,91
neiman marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,2013,1,In,91
neiman marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,2014,1,In,99
neiman marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,2015,1,In,108
neiman marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,2016,1,In,111
neiman marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,2017,1,In,119
neiman marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,2018,1,In,125
neiman marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,2019,1,In,134
neiman marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,2020,1,In,138
neiman marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,2021,1,In,125
neiman marcus,Contemporary,16,16,1907,117,117,100 to 200 Years,2022,1,In,133
new balance,Contemporary,7,1,1906,118,118,100 to 200 Years,2016,1,New,29
new balance,Contemporary,7,1,1906,118,118,100 to 200 Years,2017,0,Exit,22
nicholas,Contemporary,8,3,2003,21,21,20 to 50 Years,2015,1,New,20
nicholas,Contemporary,8,3,2003,21,21,20 to 50 Years,2016,1,In,112
nicholas,Contemporary,8,3,2003,21,21,20 to 50 Years,2017,1,In,120
nicholas,Contemporary,8,3,2003,21,21,20 to 50 Years,2018,0,Exit,18
nicholas kirkwood,Contemporary,12,5,2005,19,19,10 to 20 Years,2011,1,New,30
nicholas kirkwood,Contemporary,12,5,2005,19,19,10 to 20 Years,2012,1,In,92
nicholas kirkwood,Contemporary,12,5,2005,19,19,10 to 20 Years,2013,1,In,92
nicholas kirkwood,Contemporary,12,5,2005,19,19,10 to 20 Years,2014,1,In,100
nicholas kirkwood,Contemporary,12,5,2005,19,19,10 to 20 Years,2015,1,In,109
nicholas kirkwood,Contemporary,12,5,2005,19,19,10 to 20 Years,2016,0,Exit,17
nicole miller,Contemporary,18,13,1982,42,42,20 to 50 Years,2005,1,New,14
nicole miller,Contemporary,18,13,1982,42,42,20 to 50 Years,2006,1,In,50
nicole miller,Contemporary,18,13,1982,42,42,20 to 50 Years,2007,1,In,50
nicole miller,Contemporary,18,13,1982,42,42,20 to 50 Years,2008,1,In,53
nicole miller,Contemporary,18,13,1982,42,42,20 to 50 Years,2009,1,In,61
nicole miller,Contemporary,18,13,1982,42,42,20 to 50 Years,2010,1,In,62
nicole miller,Contemporary,18,13,1982,42,42,20 to 50 Years,2011,1,In,68
nicole miller,Contemporary,18,13,1982,42,42,20 to 50 Years,2012,1,In,93
nicole miller,Contemporary,18,13,1982,42,42,20 to 50 Years,2013,1,In,93
nicole miller,Contemporary,18,13,1982,42,42,20 to 50 Years,2014,1,In,101
nicole miller,Contemporary,18,13,1982,42,42,20 to 50 Years,2015,1,In,110
nicole miller,Contemporary,18,13,1982,42,42,20 to 50 Years,2016,0,Exit,18
nicole miller,Contemporary,18,13,1982,42,42,20 to 50 Years,2021,1,New,20
nicole miller,Contemporary,18,13,1982,42,42,20 to 50 Years,2022,1,In,134
nike,Contemporary,6,4,1964,60,60,50 to 100 Years,2017,1,New,25
nike,Contemporary,6,4,1964,60,60,50 to 100 Years,2018,1,In,126
nike,Contemporary,6,4,1964,60,60,50 to 100 Years,2019,1,In,135
nike,Contemporary,6,4,1964,60,60,50 to 100 Years,2020,1,In,139
nike,Contemporary,6,4,1964,60,60,50 to 100 Years,2021,0,Exit,30
no. 21,Contemporary,9,5,2010,14,14,10 to 20 Years,2014,1,New,21
no. 21,Contemporary,9,5,2010,14,14,10 to 20 Years,2015,0,Exit,12
no. 21,Contemporary,9,5,2010,14,14,10 to 20 Years,2017,1,New,26
no. 21,Contemporary,9,5,2010,14,14,10 to 20 Years,2018,1,In,127
no. 21,Contemporary,9,5,2010,14,14,10 to 20 Years,2019,1,In,136
no. 21,Contemporary,9,5,2010,14,14,10 to 20 Years,2020,1,In,140
no. 21,Contemporary,9,5,2010,14,14,10 to 20 Years,2021,0,Exit,31
norma kamali,Contemporary,17,12,1967,57,57,50 to 100 Years,2006,1,New,20
norma kamali,Contemporary,17,12,1967,57,57,50 to 100 Years,2007,0,Exit,20
norma kamali,Contemporary,17,12,1967,57,57,50 to 100 Years,2012,1,New,14
norma kamali,Contemporary,17,12,1967,57,57,50 to 100 Years,2013,1,In,95
norma kamali,Contemporary,17,12,1967,57,57,50 to 100 Years,2014,1,In,103
norma kamali,Contemporary,17,12,1967,57,57,50 to 100 Years,2015,1,In,112
norma kamali,Contemporary,17,12,1967,57,57,50 to 100 Years,2016,1,In,114
norma kamali,Contemporary,17,12,1967,57,57,50 to 100 Years,2017,1,In,121
norma kamali,Contemporary,17,12,1967,57,57,50 to 100 Years,2018,1,In,128
norma kamali,Contemporary,17,12,1967,57,57,50 to 100 Years,2019,1,In,137
norma kamali,Contemporary,17,12,1967,57,57,50 to 100 Years,2020,1,In,141
norma kamali,Contemporary,17,12,1967,57,57,50 to 100 Years,2021,1,In,127
norma kamali,Contemporary,17,12,1967,57,57,50 to 100 Years,2022,1,In,136
not your daughter's jeans,Contemporary,13,3,2003,21,21,20 to 50 Years,2010,1,New,16
not your daughter's jeans,Contemporary,13,3,2003,21,21,20 to 50 Years,2011,1,In,70
not your daughter's jeans,Contemporary,13,3,2003,21,21,20 to 50 Years,2012,1,In,95
not your daughter's jeans,Contemporary,13,3,2003,21,21,20 to 50 Years,2013,0,Exit,14
opening ceremony,Contemporary,9,6,2002,22,22,20 to 50 Years,2014,1,New,22
opening ceremony,Contemporary,9,6,2002,22,22,20 to 50 Years,2015,1,In,113
opening ceremony,Contemporary,9,6,2002,22,22,20 to 50 Years,2016,1,In,115
opening ceremony,Contemporary,9,6,2002,22,22,20 to 50 Years,2017,1,In,122
opening ceremony,Contemporary,9,6,2002,22,22,20 to 50 Years,2018,1,In,129
opening ceremony,Contemporary,9,6,2002,22,22,20 to 50 Years,2019,1,In,139
opening ceremony,Contemporary,9,6,2002,22,22,20 to 50 Years,2020,0,Exit,20
p448,Contemporary,5,4,2014,10,10,5 to 10 Years,2018,1,New,27
p448,Contemporary,5,4,2014,10,10,5 to 10 Years,2019,1,In,141
p448,Contemporary,5,4,2014,10,10,5 to 10 Years,2020,1,In,145
p448,Contemporary,5,4,2014,10,10,5 to 10 Years,2021,1,In,130
p448,Contemporary,5,4,2014,10,10,5 to 10 Years,2022,0,Exit,12
paige,Contemporary,6,6,2004,20,20,10 to 20 Years,2017,1,New,29
paige,Contemporary,6,6,2004,20,20,10 to 20 Years,2018,1,In,131
paige,Contemporary,6,6,2004,20,20,10 to 20 Years,2019,1,In,142
paige,Contemporary,6,6,2004,20,20,10 to 20 Years,2020,1,In,147
paige,Contemporary,6,6,2004,20,20,10 to 20 Years,2021,1,In,131
paige,Contemporary,6,6,2004,20,20,10 to 20 Years,2022,1,In,139
paige denim,Contemporary,11,5,2004,20,20,10 to 20 Years,2012,1,New,15
paige denim,Contemporary,11,5,2004,20,20,10 to 20 Years,2013,1,In,97
paige denim,Contemporary,11,5,2004,20,20,10 to 20 Years,2014,1,In,105
paige denim,Contemporary,11,5,2004,20,20,10 to 20 Years,2015,1,In,115
paige denim,Contemporary,11,5,2004,20,20,10 to 20 Years,2016,1,In,117
paige denim,Contemporary,11,5,2004,20,20,10 to 20 Years,2017,0,Exit,24
pajar,Contemporary,1,1,1963,61,61,50 to 100 Years,2022,1,New,27
palm angels,Contemporary,3,3,2015,9,9,5 to 10 Years,2020,1,New,18
palm angels,Contemporary,3,3,2015,9,9,5 to 10 Years,2021,1,In,132
palm angels,Contemporary,3,3,2015,9,9,5 to 10 Years,2022,1,In,140
palmer//harding,Contemporary,6,6,2012,12,12,10 to 20 Years,2017,1,New,30
palmer//harding,Contemporary,6,6,2012,12,12,10 to 20 Years,2018,1,In,132
palmer//harding,Contemporary,6,6,2012,12,12,10 to 20 Years,2019,1,In,143
palmer//harding,Contemporary,6,6,2012,12,12,10 to 20 Years,2020,1,In,148
palmer//harding,Contemporary,6,6,2012,12,12,10 to 20 Years,2021,1,In,133
palmer//harding,Contemporary,6,6,2012,12,12,10 to 20 Years,2022,1,In,141
pamella roland,Contemporary,12,12,2002,22,22,20 to 50 Years,2011,1,New,31
pamella roland,Contemporary,12,12,2002,22,22,20 to 50 Years,2012,1,In,97
pamella roland,Contemporary,12,12,2002,22,22,20 to 50 Years,2013,1,In,98
pamella roland,Contemporary,12,12,2002,22,22,20 to 50 Years,2014,1,In,106
pamella roland,Contemporary,12,12,2002,22,22,20 to 50 Years,2015,1,In,116
pamella roland,Contemporary,12,12,2002,22,22,20 to 50 Years,2016,1,In,118
pamella roland,Contemporary,12,12,2002,22,22,20 to 50 Years,2017,1,In,124
pamella roland,Contemporary,12,12,2002,22,22,20 to 50 Years,2018,1,In,133
pamella roland,Contemporary,12,12,2002,22,22,20 to 50 Years,2019,1,In,144
pamella roland,Contemporary,12,12,2002,22,22,20 to 50 Years,2020,1,In,149
pamella roland,Contemporary,12,12,2002,22,22,20 to 50 Years,2021,1,In,134
pamella roland,Contemporary,12,12,2002,22,22,20 to 50 Years,2022,1,In,142
paris texas,Contemporary,3,2,2015,9,9,5 to 10 Years,2020,1,New,19
paris texas,Contemporary,3,2,2015,9,9,5 to 10 Years,2021,1,In,135
paris texas,Contemporary,3,2,2015,9,9,5 to 10 Years,2022,0,Exit,13
parker,Contemporary,13,12,2008,16,16,10 to 20 Years,2010,1,New,17
parker,Contemporary,13,12,2008,16,16,10 to 20 Years,2011,1,In,72
parker,Contemporary,13,12,2008,16,16,10 to 20 Years,2012,1,In,98
parker,Contemporary,13,12,2008,16,16,10 to 20 Years,2013,1,In,99
parker,Contemporary,13,12,2008,16,16,10 to 20 Years,2014,1,In,107
parker,Contemporary,13,12,2008,16,16,10 to 20 Years,2015,1,In,117
parker,Contemporary,13,12,2008,16,16,10 to 20 Years,2016,1,In,119
parker,Contemporary,13,12,2008,16,16,10 to 20 Years,2017,1,In,125
